Company,Time,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,class
37,6,0.066733,1.534,0.034373,0.63407,0.73307,-0.011348,0.29269,0.70797,0.046889,0.093933,-0.050683,0.84085,-0.34328,0.36593,1.7327,2.6857,-0.01548,1.6886,0.078038,0.045094,0.14236,0.87182,5.3985,0.062743,0.54816,83.6,10.505,2.5046,0.02099,0.085905,0.38808,13.887,0.52939,0.86452,1.8017,134.04,0.040879,0.23476,0.10645,0.47358,0.13579,2.0033,0.68548,2.6948,0.25313,0.79985,0.054211,1.7638,890,1.498,0.93726,10.194,-0.0013835,0.045995,262.2,0.25526,0.40689,0.86521,0,0,0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,22,-0.12327,15,43,
37,7,-0.013933,1.59,0.070724,0.60406,0.90019,0.10062,0.31856,0.58106,0.078566,0.17862,0.024387,0.8585,2.8962,0.39594,1.5257,3.4414,0.11177,1.4926,0.024094,0.038593,0.044624,1.0486,7.2995,0.19426,0.53994,193.53,10.622,2.8258,0.12513,0.064122,0.31374,12.745,0.34853,0.89385,1.8524,104.61,0.08238,0.16195,0.026766,0.38162,0.12332,2.2736,1.315,3.2106,0.57349,0.80458,0.11708,1.5474,1083.5,1.3637,0.80574,10.517,0.1262,0.17487,397.31,0.39668,0.48596,0.021801,0,0,0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,22,0.066733,16,44,
37,8,-0.1518,1.5293,0.0034616,0.6409,0.75668,0.030367,0.3014,0.41137,0.0045747,0.0096397,-0.0049895,0.87082,0.8385,0.3591,1.7847,3.7648,0.040131,1.0245,0.0053237,0.047861,0.0093493,0.86893,6.793,0.16974,0.56942,9.6667,10.643,2.5106,0.020489,0.071476,0.23424,8.9298,0.30957,0.88848,1.234,95.622,0.0039751,0.19904,0.0070356,-0.14219,0.11139,2.1072,-0.95005,3.2237,0.031076,0.83932,0.0054012,1.8122,1002.8,1.5857,0.83026,10.364,0.058525,0.12844,304.77,-0.90486,0.61321,-0.07823,-0.010886,-0.014387,0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2,28,84.66,73.2,63.88,16,12,1.2,22,-0.013933,17,45,
37,9,-0.337,1.4422,-0.034931,0.69212,0.7098,0.013787,0.27136,0.41707,-0.049213,-0.11346,-0.054034,0.885,0.24108,0.30788,2.248,3.4472,0.019424,0.96866,0.014998,0.080572,0.02444,0.80203,7.2971,0.17014,0.61364,-98.133,10.649,2.6157,0.006016,0.078477,0.25593,9.456,0.36057,0.88661,1.1673,104.43,-0.03947,0.25489,0.021129,-0.056316,0.097271,2.3055,-11.152,3.1652,-0.35911,0.88138,-0.05047,2.2882,864.93,1.9931,0.82986,10.306,0.037378,0.12076,305.21,-1,0.60809,-0.12152,-0.014143,-0.019926,0,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,22,-0.1518,18,46,
37,10,-1.6116,2.5101,-0.059647,0.66612,0.60484,-0.0038004,0.56581,0.73514,-0.098616,-0.17865,-0.10854,0.9405,-0.04563,0.33388,1.9951,2.881,-0.0062833,0.78157,0.043844,0.1377,0.11701,0.64311,10.987,0.17693,0.37469,-185.2,10.749,1.069,0.10522,0.29143,0.27545,16.826,0.45541,0.5625,0.94957,124.96,-0.06342,0.87286,0.072488,-0.058206,0.055052,1.8116,-0.88723,6.0647,-1.0835,1.6947,-0.089544,2.022,1036.7,1.1223,0.82307,10.246,0.012531,0.10701,273.5,-0.30729,0.63696,-0.37448,0,0,0,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,22,-0.337,19,47,
38,1,1.1123,2.3683,0.2365,0.34477,0.88339,0.28136,0.38161,1.6703,0.26772,0.36095,0.23052,0.66051,36.265,0.65523,0.52618,4.2365,0.3185,2.8429,0.16931,0.0087825,0.60706,1.3374,3.6461,0.42643,0.2789,612.57,10.211,2.3149,0.092613,0.065869,0.46585,385.51,0.52734,0.80895,4.9565,84.976,0.35806,0.10053,0.19166,0.13389,0.24229,1.3482,0.073073,2.7043,0.97613,0.58241,0.68597,0.52618,1697.1,0.42565,0.57357,10.087,0.36674,0.37671,152.06,0.035249,0.17823,0.2305,0.0036034,0.0040791,0.1738,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,3,0.59708,11,31,
38,2,0.31219,3.0698,0.19748,0.33052,0.79913,0.24997,0.46255,2.3265,0.24712,0.29498,0.3366,0.68602,39.658,0.66948,0.49369,5.47,0.3128,3.4109,0.11027,0.0078875,0.49342,1.1649,3.5036,0.4062,0.22348,652.57,10.454,1.7277,0.2758,0.10704,0.51993,457.34,0.65062,0.67614,5.7442,65.814,0.28786,0.15989,0.13799,0.15411,0.22809,1.1937,0.065299,2.9352,0.86581,0.6909,0.59749,0.49369,2212.3,0.33381,0.5938,10.23,0.35579,0.32461,178.89,0.031617,0.13912,0.20103,-0.01859,-0.023262,0.225,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,3,1.1123,12,32,
38,3,2.2606,1.1346,0.30079,0.65264,0.79615,0.29568,0.071261,0.60057,0.3778,0.86593,0.07679,0.60061,23.331,0.34736,1.8789,4.8538,0.37139,2.3808,0.089697,0.015918,0.16945,1.3256,2.327,0.47258,0.52935,1222.9,10.662,11.172,0.23031,0.12329,0.31791,416.86,0.39931,0.81109,4.514,74.169,0.5008,0.35494,0.11266,0.22572,0.34213,2.292,0.87391,1.0153,0.87915,0.20515,0.46088,1.8789,1412.2,1.5239,0.52742,10.434,0.41093,0.37624,216.47,0.30408,0.17637,0.84546,-0.25162,-0.31604,0.1087,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,3,0.31219,13,33,
38,4,1.2877,1.5398,0.32714,0.45534,0.61227,0.24584,0.16086,0.89525,0.53431,0.60063,0.36638,0.45883,17.388,0.54466,0.836,3.0148,0.40153,1.7776,0.023539,0.023093,0.078999,1.3344,1.3206,0.50905,0.29797,2018.5,11.079,3.8064,0.51764,0.15737,0.26676,45.288,0.43569,0.6544,3.6208,119.41,0.713,0.28892,0.038446,0.16713,0.46364,1.1241,0.65062,1.1748,0.7056,0.29533,0.71847,0.836,3360.6,0.54707,0.49095,10.588,0.46027,0.31168,226.66,0.24546,0.1691,1.0566,-0.0052327,-0.0085464,0.079958,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,3,2.2606,14,34,
38,5,0.54768,2.1672,0.18362,0.36549,0.65012,0.21569,0.28549,1.2521,0.28243,0.28938,0.19045,0.53009,8.9289,0.63451,0.57601,2.5416,0.33177,1.7872,0.016198,0.037157,0.066225,1.2264,1.5737,0.42902,0.24459,1241.5,11.17,2.2772,0.095871,0.12089,0.30626,13.988,0.47108,0.66922,3.1301,141.64,0.34639,0.19053,0.024916,0.16362,0.41311,1.0246,-0.38492,1.536,0.44447,0.44994,0.50239,0.57601,4290.3,0.38548,0.57098,10.74,0.46512,0.27892,239.15,-0.23833,0.2077,-0.023571,-0.007761,-0.011938,0.08545,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,3,1.2877,15,35,
38,6,0.55292,2.0536,0.20455,0.34632,0.6954,0.21748,0.26167,1.0755,0.29414,0.31292,0.22002,0.51002,14.701,0.65368,0.52981,3.2583,0.31274,1.8381,0.020265,0.021273,0.081596,1.3635,1.6369,0.40739,0.24835,509.17,11.27,2.6576,0.10446,0.09797,0.2671,37.444,0.3841,0.71712,3.1017,110.49,0.40106,0.14988,0.029141,0.18138,0.42482,1.0638,0.23036,1.5387,0.48149,0.4003,0.59062,0.52981,1627.2,0.37994,0.59261,10.906,0.40033,0.2833,294.75,0.10328,0.2242,0.13577,-0.011886,-0.017092,0.056363,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,3,0.54768,16,36,
38,7,0.37975,1.8006,0.16959,0.39537,0.79951,0.21828,0.25874,1.0034,0.21212,0.28048,0.20226,0.58191,19.786,0.60463,0.65391,3.4709,0.27302,2.1822,0.011148,0.013798,0.034495,1.3739,2.2134,0.3528,0.32318,463.62,11.363,3.09,0.098225,0.072195,0.32428,19.29,0.4056,0.8174,3.3718,103.72,0.29143,0.1194,0.013944,0.26264,0.36122,1.3223,-0.089469,1.6739,0.46949,0.42793,0.42894,0.65391,1652.9,0.5345,0.6472,11.14,0.36149,0.28207,393.42,-0.04683,0.23712,-0.066194,-0.0065262,-0.0081628,0.18162,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,3,0.55292,17,37,
38,8,0.4334,1.656,0.12858,0.44315,0.67559,0.18228,0.26736,1.0607,0.19033,0.23091,0.13161,0.67494,12.734,0.55685,0.79582,2.384,0.2698,1.9258,0.014435,0.021188,0.035416,1.001,2.4452,0.36519,0.40758,371.02,11.417,2.5269,0.055461,0.03557,0.43232,60.247,0.63993,0.91973,3.0336,151.01,0.19051,0.063878,0.021367,-0.10814,0.27629,1.2132,-0.19974,2.0155,0.4654,0.48012,0.29016,0.79582,1606.7,0.73194,0.63481,11.025,0.34405,0.24672,374.41,-0.11095,0.2227,-0.1927,-0.028144,-0.041659,0.2048,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2,28,84.66,73.2,63.88,16,12,1.2,3,0.37975,18,38,
38,9,0.4846,1.5543,0.12666,0.43454,0.75838,0.18323,0.2209,1.1213,0.16701,0.22399,0.1476,0.6194,11.352,0.56546,0.76848,2.3732,0.24161,3.2325,0.039743,0.021284,0.099731,1.2244,2.2708,0.33415,0.3985,371.9,11.435,3.4331,0.017659,0.036045,0.44682,43.048,0.58919,0.91705,4.8547,151.69,0.20448,0.063745,0.052405,0.14237,0.33396,1.3412,0.0023958,1.6932,0.37925,0.39065,0.29147,0.76848,1660.4,0.70473,0.66585,11.158,0.2996,0.25341,490.53,0.0011965,0.15621,0.23009,-0.02078,-0.0274,0.21069,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,3,0.4334,19,39,
38,10,0.5361,1.5125,0.15866,0.45081,0.86068,0.21149,0.20964,1.065,0.18434,0.2889,0.15549,0.61873,14.499,0.54919,0.82087,2.6799,0.24572,3.0575,0.039614,0.016948,0.096835,1.391,2.5945,0.36678,0.40909,494.48,11.494,4.1055,0.061376,0.041723,0.43567,43.641,0.5062,0.90745,4.8286,134.33,0.25643,0.075971,0.046026,0.20456,0.33173,1.5672,0.32958,1.6555,0.47828,0.38173,0.35194,0.82087,1711.6,0.74489,0.63322,11.344,0.2897,0.31568,491.25,0.14148,0.17825,0.054289,-0.041152,-0.047813,0.22345,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,3,0.4846,20,40,
38,11,0.58984,1.4793,0.16269,0.47997,0.96033,0.23905,0.20973,1.095,0.16941,0.31285,0.15812,0.6473,12.042,0.52003,0.92297,2.748,0.24893,3.9285,0.041921,0.020671,0.095804,1.4836,3.0152,0.36367,0.43757,551.59,11.579,4.5789,0.087846,0.042399,0.47914,16.174,0.49893,0.91166,6.1738,131,0.25134,0.081531,0.043653,0.21379,0.3185,1.8467,0.1155,1.6328,0.51082,0.4033,0.33896,0.96946,1763.1,0.84144,0.63633,11.538,0.28934,0.34925,599.76,0.054596,0.15555,0.044431,-0.023624,-0.0246,0.21791,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,3,0.5361,21,41,
38,12,0.78238,1.5531,0.18034,0.49808,1.0355,0.23152,0.24566,1.0885,0.17415,0.3593,0.16295,0.68984,19.199,0.50192,0.99236,2.6323,0.22358,3.6125,0.016725,0.011645,0.037653,1.5011,3.7139,0.34308,0.44418,652.79,11.644,4.2152,0.067671,0.053901,0.48351,18.45,0.46692,0.89178,5.4992,136.76,0.26142,0.10739,0.016151,0.15127,0.27882,2.0631,0.18348,1.8001,0.6468,0.48945,0.36207,1.0385,1816.8,0.88497,0.65692,11.679,0.26064,0.35526,682.5,0.084032,0.1883,-0.065326,-0.041176,-0.039764,0.22459,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,3,0.58984,22,42,
38,13,0.049302,1.6868,0.1614,0.47568,1.1213,0.21906,0.28737,0.98129,0.14393,0.30783,0.20415,0.70579,18.518,0.52432,0.90723,3.6275,0.19535,2.9412,0.017462,0.010549,0.041733,1.5888,4.2455,0.32744,0.41842,618.54,11.701,3.9021,0.058716,0.057257,0.41059,22.715,0.36616,0.87963,4.3732,99.242,0.22868,0.1092,0.015572,0.14647,0.26413,2.1387,-0.052473,1.9851,0.61107,0.54808,0.33931,0.94379,2009.4,0.79803,0.67256,11.816,0.22405,0.36717,946.62,-0.026943,0.25642,0.0029253,-0.038097,-0.033974,0.19987,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,3,0.78238,23,43,
38,14,0.079981,1.2644,0.02652,0.30935,0.54064,0.039993,0.073755,0.77931,0.049052,0.038398,0.031067,0.35274,15.991,0.69065,0.44791,3.3529,0.073974,3.4303,0.0099692,0.0046261,0.035734,1.5327,0.85399,0.1988,0.27898,42.086,12.457,7.3301,1.1297,0.030366,0.21742,10.927,0.40215,0.90184,4.2815,107.37,0.075182,0.043968,0.01844,0.026794,0.63307,0.7828,-0.65007,1.091,0.04189,0.10679,0.085727,0.45413,1096.1,0.40395,0.8012,11.842,0.10018,0.10748,971.99,-0.48156,0.12627,4.1045,-0.0206,-0.038102,0.19713,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,3,0.049302,24,44,
39,1,1.422,1.0286,0.053756,0.81162,1.0786,0.095574,0.020912,0.30958,0.04984,0.28536,0.015291,0.75089,1.1812,0.18838,4.3084,17.795,0.088612,2.4841,0.077305,0.075017,0.1059,1.4364,8.2752,0.17132,0.72997,322.51,13.58,51.577,0.32305,0.081647,0.22599,17.369,0.20953,0.8994,2.9977,20.23,0.071591,0.43342,0.071673,0.22574,0.13034,5.7255,0.25819,1.4453,0.41244,0.11101,0.066233,4.3084,1130.2,3.875,0.82868,13.656,0.10062,0.18478,265.73,0.11434,0.3598,0.27434,-0.034692,-0.032165,0.036346,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,22,0.091739,7,35,
39,2,0.81266,1.1438,0.16191,0.74043,0.84386,0.21691,0.09818,0.48027,0.19187,0.62378,0.14615,0.78086,3.0143,0.25957,2.8526,23.878,0.25704,1.6653,0.085816,0.085273,0.1257,1.0807,7.9012,0.22251,0.68268,1575.4,14.063,8.5951,0.62182,0.057751,0.32787,15.453,0.38854,0.922,2.1419,15.076,0.20735,0.22249,0.10169,0.2689,0.1068,3.2511,3.8849,2.4304,1.516,0.37825,0.21867,2.8526,2525.6,2.6301,0.77749,13.894,0.26851,0.18777,354.43,0.66015,0.39398,0.32896,-0.0023083,-0.0027355,0.15768,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,22,1.422,8,36,
39,3,0.2208,1.157,0.091782,0.76006,0.7339,0.13456,0.11388,0.53429,0.12506,0.38252,0.10258,0.83904,2.7782,0.23994,3.1677,24.227,0.18335,1.7581,0.013164,0.065994,0.018153,0.87468,9.0633,0.2543,0.72517,727.15,14.548,6.4447,0.62293,0.034891,0.38745,9.0704,0.52794,0.95409,2.3577,14.859,0.10939,0.14542,0.017937,0.41144,0.080975,3.0586,-0.080031,2.9632,1.1335,0.4746,0.12076,3.1677,1901,3.0223,0.7457,14.238,0.19187,0.18663,449.04,-0.041684,0.31128,0.23048,-0.065492,-0.089239,0.13846,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,22,0.81266,9,37,
39,4,1.1987,1.0029,0.08041,0.90107,0.6621,0.15326,0.0025171,0.5969,0.12145,0.81277,0.016517,0.87826,2.0755,0.098934,9.1078,13.977,0.23147,1.9782,0.0162,0.11152,0.018499,0.75388,15.557,0.28713,0.87574,1074.9,15.071,263.04,0.68736,0.025328,0.52272,9.8705,0.78949,0.97189,2.775,25.756,0.091557,0.25601,0.024468,0.52229,0.042561,6.6924,0.47831,2.3245,1.8893,0.025443,0.089239,9.1078,1322.6,8.8518,0.71287,14.659,0.23843,0.19011,729.95,0.193,0.2386,-0.11311,-0.0032042,-0.0048394,0.15856,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,22,0.2208,10,38,
39,5,0.51409,1.2235,0.082885,0.72352,0.69062,0.15528,0.15812,0.63158,0.12001,0.29979,0.080605,0.86558,1.7734,0.27648,2.6169,8.7386,0.22483,1.6537,0.013925,0.12678,0.019683,0.79787,17.286,0.28759,0.70746,1232.6,15.177,4.3677,0.11239,0.016059,0.44682,31.756,0.64698,0.9778,2.3213,41.196,0.095756,0.058083,0.020163,0.16031,0.039954,2.4979,0.14662,6.9199,2.0745,0.57191,0.11456,2.6169,4111.4,2.5588,0.71241,14.807,0.23101,0.19862,897.13,0.068304,0.29752,0.044244,-0.0053438,-0.0077377,0.083792,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,22,1.1987,11,39,
39,6,0.26647,1.3385,0.12647,0.63984,0.80731,0.14455,0.21096,0.70459,0.15666,0.35116,0.11787,0.83424,1.8949,0.36016,1.7766,9.5533,0.17905,3.1266,0.031915,0.094495,0.051205,0.96772,15.452,0.21735,0.62328,551.62,15.183,3.8268,0.0055816,0.016559,0.43916,85.363,0.54397,0.97412,3.9948,37.683,0.1516,0.045976,0.039533,0.17549,0.052246,2.2415,0.53443,6.8936,2.4208,0.58574,0.19767,1.7766,1570.8,1.7306,0.78265,14.969,0.18518,0.17547,1202.6,0.21087,0.20209,0.31495,-0.012341,-0.015287,0,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,22,0.51409,12,40,
39,7,-0.18392,1.1522,0.023183,0.75182,0.5642,0.094407,0.11104,0.46111,0.04109,0.093413,0.049744,0.84057,1.3358,0.24818,3.0294,3.8377,0.16733,1.2519,0.012434,0.12527,0.017043,0.67121,11.501,0.19217,0.72954,124.19,15.389,5.0812,0.22819,0.022286,0.33639,5.4721,0.59623,0.97036,1.5497,93.805,0.02758,0.0898,0.022037,-0.14166,0.049059,2.2734,-0.77487,5.0588,0.47256,0.44741,0.030836,3.0317,1329.4,2.9396,0.80783,14.816,0.17706,0.10843,1025.7,-0.63248,0.36407,0.15327,-0.0029126,-0.0051624,0,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,22,0.26647,13,41,
39,8,0.040358,1.1189,0.044693,0.78969,0.63251,0.12493,0.08599,0.56439,0.070659,0.21251,-0.044002,0.80919,1.5326,0.21031,3.755,4.0622,0.19752,1.8221,0.043571,0.12888,0.060247,0.78166,10.291,0.25827,0.7232,186.8,15.14,7.3556,-0.21972,0.066492,0.40817,4.2194,0.64531,0.9158,2.4565,88.622,0.055231,0.31616,0.068886,-0.12526,0.061459,3.0075,0.50424,3.4219,0.72719,0.40888,0.056595,3.7593,879.03,3.4388,0.74173,14.682,0.20848,0.16336,974.35,0.20135,0.25748,-0.022485,-0.12374,-0.19563,0,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2,28,84.66,73.2,63.88,16,12,1.2,22,-0.18392,14,42,
39,9,0.37825,1.3225,0.10763,0.70308,0.81876,0.13864,0.19085,0.72198,0.13145,0.36247,0.01084,0.7827,3.6804,0.29692,2.3679,4.9923,0.16932,2.356,0.039264,0.046006,0.066342,1.0461,11.316,0.22165,0.59185,400.69,15.025,4.29,-0.10929,0.11123,0.4273,5.8615,0.52189,0.8418,3.0269,72.111,0.13751,0.3746,0.047956,0.153,0.072356,2.7575,1.145,4.1037,1.4875,0.64277,0.15308,2.37,1105.4,1.9933,0.77835,14.825,0.17908,0.18148,1191.7,0.36406,0.27049,0.04863,-0.046815,-0.057177,0,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,22,0.040358,15,43,
39,10,0.69797,1.0798,0.087935,0.67339,0.81037,0.10371,0.047959,0.66065,0.10851,0.26923,0.084431,0.64905,2.8649,0.32661,2.0617,7.5228,0.12798,3.5284,0.034301,0.044673,0.057065,1.2486,9.9412,0.17631,0.60109,393.95,15.21,16.897,0.20334,0.072297,0.39711,19.231,0.49003,0.89264,4.2837,47.855,0.13548,0.22135,0.042328,0.19102,0.081517,2.4811,-0.016813,4.0067,1.0787,0.14684,0.13059,2.0627,1463.2,1.8404,0.82369,15,0.13665,0.14288,1516.9,-0.0084776,0.18918,0.3557,-0.0080694,-0.0099576,0.03654,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,22,0.37825,16,44,
39,11,1.0931,1.1951,0.082666,0.66672,1.0771,0.10016,0.11578,0.69546,0.076751,0.24804,0.12934,0.70916,2.7906,0.33328,2.0005,7.532,0.092998,3.8818,0.042412,0.033326,0.071474,1.5188,14.435,0.14298,0.59338,446.1,15.396,9.3029,0.20455,0.07334,0.41267,17.482,0.38315,0.89,4.5294,47.796,0.11657,0.22006,0.039377,0.60095,0.074617,3.2317,0.13237,4.4665,1.1079,0.34739,0.12399,2.0013,1798.5,1.7805,0.85702,15.47,0.098575,0.154,2525.8,0.062076,0.2378,0.10259,-0.013129,-0.012189,0.061801,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,22,0.69797,17,45,
39,12,2.1485,1.2047,0.085868,0.69023,1.152,0.069886,0.13595,1.082,0.074536,0.2772,0.15436,0.80007,1.8556,0.30977,2.2282,96.127,0.060663,18.856,0.071143,0.032691,0.10712,1.4399,36.566,0.21643,0.66413,608.07,15.668,8.474,0.31225,0.026101,0.71861,461.62,0.62378,0.96218,24.064,3.745,0.10733,0.084259,0.061754,0.40359,0.031506,3.719,0.36309,9.8323,2.7255,0.43886,0.12441,2.2289,2193.6,2.1439,0.78357,15.809,0.062389,0.24933,7810.9,0.15365,0.047874,-0.44592,-0.0046488,-0.0040353,0.060422,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,22,1.0931,18,46,
39,13,0.465,1.4698,0.19864,0.5019,1.432,0.13541,0.23007,0.9934,0.13872,0.3988,0.32938,0.71983,3.3049,0.4981,1.0076,260.26,0.094559,9.3266,0.059431,0.028611,0.12135,1.9893,23.661,0.17427,0.48976,1295.7,15.585,6.2241,-0.078882,0.012141,0.48653,1422.7,0.33976,0.97581,11.295,1.3832,0.27596,0.024374,0.041502,0.14496,0.060521,2.8749,1.1309,8.2302,3.2822,0.4619,0.39578,1.0078,3249,0.98325,0.82573,15.945,0.096119,0.24955,9319.9,0.3612,0.12678,0.76942,0.0091487,0.0063888,0.061147,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,22,2.1485,19,47,
39,14,0.52245,1.3889,0.12519,0.4833,1.1324,0.097956,0.1818,1.0213,0.11055,0.24229,0.15664,0.64929,1.7912,0.5167,0.93537,11.691,0.0865,7.6571,0.12639,0.048293,0.27035,1.7441,13.325,0.14946,0.46749,371.64,15.491,6.2291,-0.089798,0.015813,0.47745,5808.8,0.42162,0.96728,9.0027,30.793,0.19281,0.030604,0.11161,-0.2802,0.084987,2.1917,-0.42636,6.0797,1.4731,0.35185,0.25903,0.93561,1533.8,0.90476,0.85054,15.616,0.091106,0.16926,7135.7,-0.27094,0.12579,0.27817,-0.043447,-0.038366,0.067235,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,22,0.465,20,48,
40,1,0.686,1.0567,0.056951,0.80472,0.98301,0.11017,0.041709,0.56738,0.057935,0.29164,0.043139,0.77679,3.0149,0.19528,4.1209,2.897,0.11207,2.9323,0.058689,0.037173,0.079841,1.2655,4.7753,0.19807,0.73508,661.33,10.458,23.568,0.60406,0.069646,0.41707,5.4737,0.42428,0.91345,3.6565,124.27,0.073316,0.35665,0.059704,0.41737,0.20585,5.0339,-0.4354,0.94861,0.27666,0.21359,0.070771,4.1209,2267.6,3.7643,0.80193,10.441,0.12673,0.19471,207.55,-0.27828,0.26884,0.23686,-0.0023251,-0.0023653,0.24477,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,29,0.50094,5,48,
40,2,1.5,0.98847,0.080873,0.85678,1.0187,0.13636,-0.0092454,0.47292,0.079389,0.56469,0.040057,0.7929,4.1827,0.14322,5.9825,3.3211,0.13386,2.2982,0.02361,0.032004,0.029433,1.2848,5.2279,0.21256,0.80215,1385,10.847,-110.18,0.47479,0.054635,0.37935,4.571,0.37239,0.93623,2.9186,108.4,0.102,0.38149,0.023177,0.52831,0.19485,7.1129,1.0943,0.73499,0.41504,-0.064556,0.094391,5.9825,2452.7,5.601,0.78744,10.865,0.14911,0.21654,321.09,0.35364,0.34903,0.39598,0,0,0.22206,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,29,0.686,6,49,
